ID	Name	CPUPerc	MemUsage	NetIO	BlockIO
9dcdf3be4596	portal-webapp	0.00%	159.5MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	52.20%	91.29MiB / 3.841GiB	198kB / 7.45kB	0B / 0B
097d03f22569	terminals-api	0.01%	27MiB / 3.841GiB	670B / 0B	0B / 0B
cec21d123494	my-db	0.03%	112MiB / 3.841GiB	1.33kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.84%	91.87MiB / 3.841GiB	198kB / 7.67kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	740B / 0B	0B / 0B
cec21d123494	my-db	0.02%	112MiB / 3.841GiB	1.33kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.84%	92.18MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	810B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.33kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.80%	92.37MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	810B / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.13%	91.61MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	880B / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.01%	91.73MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	880B / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.07%	92.54MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	880B / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.37%	92.65MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	880B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.23%	91.66MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	880B / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	42.06%	91.56MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.19%	91.92MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.31%	91.99MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.4kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	42.56%	92.23MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.88%	91.69MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.62%	91.75MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.25%	92.02MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.43%	92.05MiB / 3.841GiB	198kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.63%	92.3MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	950B / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.16%	91.61MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.77%	91.68MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.64%	92.14MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.88%	92.4MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	58.61%	91.64MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	55.99%	91.74MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	52.03%	92.08MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	58.41%	92.35MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.09%	91.75MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	50.12%	91.87MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.46%	92.07MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.18%	92.05MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.47kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	49.63%	92.31MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.37%	91.82MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.21%	91.75MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.70%	91.96MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.00%	92.16MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.81%	92.56MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.02kB / 0B	0B / 0B
cec21d123494	my-db	0.04%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.62%	91.76MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.28%	91.98MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.94%	92.06MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.05%	92.47MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.46%	92.49MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.51%	91.73MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.32%	91.8MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.66%	92.43MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.36%	92.41MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.80%	91.71MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.04%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.20%	91.88MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.55%	92.18MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.67%	92.41MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.17%	92.38MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.20%	91.75MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.02%	92.12MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.37%	92.23MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.34%	92.34MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.90%	92.34MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.15%	91.75MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.27%	91.95MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.02%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.01%	92.32MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.87%	92.39MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.42%	91.83MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.38%	91.91MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	49.10%	92.06MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.61%	92.28MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	50.65%	91.6MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	51.04%	91.87MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.38%	92.1MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.54kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.00%	92.02MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.07%	92.27MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.09kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	111.9MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.2MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
