ID	Name	CPUPerc	MemUsage	NetIO	BlockIO
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	100.1MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.74%	63.75MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	100.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.62%	63.89MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.00%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	100.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.89%	63.96MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.38%	64.1MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.71%	63.24MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.42%	63.34MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.02%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.30%	63.41MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.86%	63.51MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.62%	63.58MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.05%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.66%	63.65MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.56%	63.71MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	104.3MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.70%	63.8MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.70%	64MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.45%	63.2MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.02%	63.29MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.69%	63.38MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.63%	63.68MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.78%	63.75MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.80%	63.98MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.46%	64.09MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.48%	63.38MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.82%	63.46MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.82%	63.57MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.64%	63.68MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.66%	63.77MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.53%	63.9MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.53%	63.19MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.19%	63.35MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.98%	65.4MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.58%	65.51MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.49%	65.62MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.02%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.80%	65.78MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.93%	65.87MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.83%	65.96MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.95%	66.05MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.00%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.97%	65.3MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.85%	65.37MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.21%	65.43MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.00%	65.5MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.61%	65.56MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.68%	65.66MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.79%	65.81MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.68%	65.89MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.44%	66.12MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.00%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.91%	65.17MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.48%	65.24MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.91%	65.43MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.31%	65.46MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.04%	65.62MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.35%	65.71MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.02%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.45%	65.85MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.39%	65.96MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.59%	66.04MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.17%	66.11MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.34%	65.33MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.02%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.63%	65.42MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.93%	65.61MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.12%	65.8MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.02%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.70%	65.85MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.90%	65.98MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.72%	66.08MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.07%	65.18MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.05%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.96%	65.31MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
